2013-03-26 09:12:38.278310|INFO    |              |   | TeamSpeak 3 Client 3.0.10 (2013-02-27 15:08:47)
2013-03-26 09:12:42.318957|DEBUG   |PulseAudio    |   | connected to pulse audio server
2013-03-26 09:12:42.515165|INFO    |Query         |   | listening on 127.0.0.1:25639
2013-03-26 09:12:44.088447|INFO    |              |   | *** Time [MAINWINDOW]: 170
2013-03-26 09:12:44.088675|INFO    |              |   | *** Time [INIT]: 180
2013-03-26 09:12:44.118281|INFO    |ClientUI      |   | Failed to init text to speech engine
2013-03-26 09:12:44.128156|INFO    |ClientUI      |   | Qt version: 4.8.3
2013-03-26 09:12:44.128259|INFO    |ClientUI      |   | Using configuration location: /home/guillo_e/.ts3client/settings.db
2013-03-26 09:12:44.588721|INFO    |ClientUI      |   | Last update check was: Mon Mar 25 09:16:56 2013
2013-03-26 09:12:44.705297|INFO    |              |   | Checking for updates...
2013-03-26 09:12:44.751264|INFO    |              |   | DNS resolve successful, "update.teamspeak.com"=176.9.148.78
2013-03-26 09:12:44.847265|INFO    |              |   | Update check, my version: 1361977727, latest version: 1361977727
2013-03-26 09:12:47.170316|INFO    |ClientUI      |  1| Connect to server: 62.210.250.140
2013-03-26 09:12:47.171550|INFO    |ClientUI      |  1| Blacklist check ok
2013-03-26 09:12:47.171654|INFO    |ClientUI      |  1| Initiating connection: 62.210.250.140:36395 62.210.250.140
2013-03-26 09:12:47.325036|INFO    |              |   | DNS resolve successful, "blacklist.teamspeak.com"=176.9.148.78
2013-03-26 09:12:47.728114|INFO    |PreProSpeex   |  1| Speex version: 1.2rc1
2013-03-26 09:12:47.728889|DEBUG   |PulseAudio    |   | Underflow occurred on device ts3.pa.dummy.playbackdefault
2013-03-26 09:12:47.749515|INFO    |ClientUI      |  1| Connect status: Connecting
2013-03-26 09:12:47.933913|INFO    |ClientUI      |  1| Connect status: Connected
2013-03-26 09:12:48.104022|INFO    |ClientUI      |  1| Connect status: Establishing connection
2013-03-26 09:12:48.126666|INFO    |ClientUI      |  1| Connect status: Connection established
2013-03-26 09:12:48.139966|INFO    |PermManager   |   | Loading permissions from cache
2013-03-26 09:12:48.583720|INFO    |              |   | Failed to download remote image: Error downloading http://ns223506.ovh.net/rozne/1d8881a8c3686670dc20d77e1a575d63/wallpaper-45761.jpg - server replied: Bad Request 299
2013-03-26 09:12:55.567744|INFO    |              |   | Failed to download remote image: Error downloading http://ns223506.ovh.net/rozne/1d8881a8c3686670dc20d77e1a575d63/wallpaper-45761.jpg - server replied: Bad Request 299
2013-03-26 14:11:31.857701|WARNING |SCHandler     |  1| Got command data while disconnected, dropping
2013-03-26 14:11:31.858737|INFO    |ClientUI      |  1| Connect status: Disconnected
2013-03-26 14:11:31.860157|INFO    |ClientUI      |  1| Connection lost, want autoreconnect = 1
2013-03-26 14:11:32.024259|INFO    |Bookmarks     |   | Disconnect, total time: 17923 - 114914
2013-03-26 14:11:33.024393|INFO    |ClientUI      |  1| Autoreconnecting
2013-03-26 14:11:33.024568|INFO    |ClientUI      |  1| Connect to server: 62.210.250.140
2013-03-26 14:11:33.026127|INFO    |ClientUI      |  1| Blacklist check ok
2013-03-26 14:11:33.026221|INFO    |ClientUI      |  1| Initiating connection: 62.210.250.140:36395 62.210.250.140
2013-03-26 14:11:33.256006|INFO    |ClientUI      |  1| Connect status: Connecting
2013-03-26 14:11:38.031644|WARNING |              |   |  getaddrinfo error: Temporary failure in name resolution
2013-03-26 14:11:38.031764|INFO    |              |   | DNS resolve unsuccessful for "blacklist.teamspeak.com"
2013-03-26 14:11:38.864358|INFO    |ClientUI      |  1| Connect status: Disconnected
2013-03-26 14:11:38.865769|INFO    |ClientUI      |  1| Failed to connect to server, want autoreconnect = 1
2013-03-26 14:11:39.866489|INFO    |ClientUI      |  1| Autoreconnecting
2013-03-26 14:11:39.866602|INFO    |ClientUI      |  1| Connect to server: 62.210.250.140
2013-03-26 14:11:39.867835|INFO    |ClientUI      |  1| Blacklist check ok
2013-03-26 14:11:39.867962|INFO    |ClientUI      |  1| Initiating connection: 62.210.250.140:36395 62.210.250.140
2013-03-26 14:11:39.868262|WARNING |              |   |  getaddrinfo error: Temporary failure in name resolution
2013-03-26 14:11:39.868346|INFO    |              |   | DNS resolve unsuccessful for "blacklist.teamspeak.com"
2013-03-26 14:11:40.159620|INFO    |ClientUI      |  1| Connect status: Connecting
2013-03-26 14:11:45.770841|INFO    |ClientUI      |  1| Connect status: Disconnected
2013-03-26 14:11:45.772206|INFO    |ClientUI      |  1| Failed to connect to server, want autoreconnect = 1
2013-03-26 14:11:46.772905|INFO    |ClientUI      |  1| Autoreconnecting
2013-03-26 14:11:46.773038|INFO    |ClientUI      |  1| Connect to server: 62.210.250.140
2013-03-26 14:11:46.774303|INFO    |ClientUI      |  1| Blacklist check ok
2013-03-26 14:11:46.774411|INFO    |ClientUI      |  1| Initiating connection: 62.210.250.140:36395 62.210.250.140
2013-03-26 14:11:46.774624|WARNING |              |   |  getaddrinfo error: Temporary failure in name resolution
2013-03-26 14:11:46.774667|INFO    |              |   | DNS resolve unsuccessful for "blacklist.teamspeak.com"
2013-03-26 14:11:47.009056|INFO    |ClientUI      |  1| Connect status: Connecting
2013-03-26 14:11:52.677168|INFO    |ClientUI      |  1| Connect status: Disconnected
2013-03-26 14:11:52.678489|INFO    |ClientUI      |  1| Failed to connect to server, want autoreconnect = 1
2013-03-26 14:11:53.679192|INFO    |ClientUI      |  1| Autoreconnecting
2013-03-26 14:11:53.679320|INFO    |ClientUI      |  1| Connect to server: 62.210.250.140
2013-03-26 14:11:53.680706|INFO    |ClientUI      |  1| Blacklist check ok
2013-03-26 14:11:53.680799|INFO    |ClientUI      |  1| Initiating connection: 62.210.250.140:36395 62.210.250.140
2013-03-26 14:11:53.681128|WARNING |              |   |  getaddrinfo error: Temporary failure in name resolution
2013-03-26 14:11:53.681218|INFO    |              |   | DNS resolve unsuccessful for "blacklist.teamspeak.com"
2013-03-26 14:11:53.925471|INFO    |ClientUI      |  1| Connect status: Connecting
2013-03-26 14:11:59.583284|INFO    |ClientUI      |  1| Connect status: Disconnected
2013-03-26 14:11:59.592255|INFO    |ClientUI      |  1| Failed to connect to server, want autoreconnect = 1
2013-03-26 14:12:00.592941|INFO    |ClientUI      |  1| Autoreconnecting
2013-03-26 14:12:00.593072|INFO    |ClientUI      |  1| Connect to server: 62.210.250.140
2013-03-26 14:12:00.594235|INFO    |ClientUI      |  1| Blacklist check ok
2013-03-26 14:12:00.594342|INFO    |ClientUI      |  1| Initiating connection: 62.210.250.140:36395 62.210.250.140
2013-03-26 14:12:00.594577|WARNING |              |   |  getaddrinfo error: Temporary failure in name resolution
2013-03-26 14:12:00.594617|INFO    |              |   | DNS resolve unsuccessful for "blacklist.teamspeak.com"
