2013-05-29 15:27:27.480470|INFO    |              |   | TeamSpeak 3 Client 3.0.10.1 (2013-04-04 08:33:04)
2013-05-29 15:27:28.255493|DEBUG   |PulseAudio    |   | connected to pulse audio server
2013-05-29 15:27:28.325192|INFO    |Query         |   | listening on 127.0.0.1:25639
2013-05-29 15:27:29.513592|INFO    |              |   | *** Time [MAINWINDOW]: 150
2013-05-29 15:27:29.514012|INFO    |              |   | *** Time [INIT]: 150
2013-05-29 15:27:29.547766|INFO    |ClientUI      |   | Failed to init text to speech engine
2013-05-29 15:27:29.559909|INFO    |ClientUI      |   | Qt version: 4.8.3
2013-05-29 15:27:29.560041|INFO    |ClientUI      |   | Using configuration location: /home/guillo_e/.ts3client/settings.db
2013-05-29 15:27:30.014083|INFO    |ClientUI      |   | Last update check was: Sat May 25 13:25:57 2013
2013-05-29 15:27:30.124175|INFO    |              |   | Checking for updates...
2013-05-29 15:27:30.181165|INFO    |              |   | DNS resolve successful, "update.teamspeak.com"=176.9.148.78
2013-05-29 15:27:30.333211|INFO    |              |   | Update check, my version: 1365064384, latest version: 1365064384
2013-05-29 15:27:33.673794|INFO    |ClientUI      |  1| Connect to server: 62.210.250.140
2013-05-29 15:27:33.674838|INFO    |ClientUI      |  1| Blacklist check ok
2013-05-29 15:27:33.674917|INFO    |ClientUI      |  1| Initiating connection: 62.210.250.140:36395 62.210.250.140
2013-05-29 15:27:33.845826|INFO    |              |   | DNS resolve successful, "blacklist.teamspeak.com"=176.9.148.78
2013-05-29 15:27:34.033886|INFO    |PreProSpeex   |  1| Speex version: 1.2rc1
2013-05-29 15:27:34.034747|DEBUG   |PulseAudio    |   | Underflow occurred on device ts3.pa.dummy.playbackdefault
2013-05-29 15:27:34.048671|INFO    |ClientUI      |  1| Connect status: Connecting
2013-05-29 15:27:34.426106|INFO    |ClientUI      |  1| Connect status: Connected
2013-05-29 15:27:34.831942|INFO    |ClientUI      |  1| Connect status: Establishing connection
2013-05-29 15:27:34.864873|INFO    |ClientUI      |  1| Connect status: Connection established
2013-05-29 15:27:34.877802|INFO    |PermManager   |   | Loading permissions from cache
2013-05-29 15:28:34.122217|WARNING |Copy&Paste    |   | HTML parsing error: Start tag expected.
2013-05-29 15:50:07.656097|WARNING |SCHandler     |  1| Got command data while disconnected, dropping
2013-05-29 15:50:07.657033|INFO    |ClientUI      |  1| Connect status: Disconnected
2013-05-29 15:50:07.658491|INFO    |ClientUI      |  1| Connection lost, want autoreconnect = 1
2013-05-29 15:50:07.867447|INFO    |Bookmarks     |   | Disconnect, total time: 1353 - 330376
2013-05-29 15:50:08.867832|INFO    |ClientUI      |  1| Autoreconnecting
2013-05-29 15:50:08.867999|INFO    |ClientUI      |  1| Connect to server: 62.210.250.140
2013-05-29 15:50:08.869958|INFO    |ClientUI      |  1| Blacklist check ok
2013-05-29 15:50:08.870029|INFO    |ClientUI      |  1| Initiating connection: 62.210.250.140:36395 62.210.250.140
2013-05-29 15:50:08.966992|INFO    |              |   | DNS resolve successful, "blacklist.teamspeak.com"=176.9.148.78
2013-05-29 15:50:09.131847|INFO    |ClientUI      |  1| Connect status: Connecting
