2013-04-04 14:49:38.434047|INFO    |              |   | TeamSpeak 3 Client 3.0.10 (2013-02-27 15:08:47)
2013-04-04 14:49:39.179012|DEBUG   |PulseAudio    |   | connected to pulse audio server
2013-04-04 14:49:39.251548|INFO    |Query         |   | listening on 127.0.0.1:25639
2013-04-04 14:49:40.043118|INFO    |              |   | *** Time [MAINWINDOW]: 170
2013-04-04 14:49:40.043321|INFO    |              |   | *** Time [INIT]: 170
2013-04-04 14:49:40.074874|INFO    |ClientUI      |   | Failed to init text to speech engine
2013-04-04 14:49:40.084165|INFO    |ClientUI      |   | Qt version: 4.8.3
2013-04-04 14:49:40.084276|INFO    |ClientUI      |   | Using configuration location: /home/guillo_e/.ts3client/settings.db
2013-04-04 14:49:40.543471|INFO    |ClientUI      |   | Last update check was: Wed Apr 3 18:30:39 2013
2013-04-04 14:49:40.611278|INFO    |              |   | Checking for updates...
2013-04-04 14:49:40.770068|INFO    |              |   | DNS resolve successful, "update.teamspeak.com"=176.9.148.78
2013-04-04 14:49:40.878358|INFO    |              |   | Update check, my version: 1361977727, latest version: 1361977727
2013-04-04 14:50:08.766293|INFO    |ClientUI      |  1| Connect to server: 62.210.250.140
2013-04-04 14:50:08.767018|INFO    |ClientUI      |  1| Blacklist check ok
2013-04-04 14:50:08.767055|INFO    |ClientUI      |  1| Initiating connection: 62.210.250.140:36395 62.210.250.140
2013-04-04 14:50:08.794198|INFO    |              |   | DNS resolve successful, "blacklist.teamspeak.com"=176.9.148.78
2013-04-04 14:50:09.124087|INFO    |PreProSpeex   |  1| Speex version: 1.2rc1
2013-04-04 14:50:09.124815|DEBUG   |PulseAudio    |   | Underflow occurred on device ts3.pa.dummy.playbackdefault
2013-04-04 14:50:09.145633|INFO    |ClientUI      |  1| Connect status: Connecting
2013-04-04 14:50:09.197196|INFO    |ClientUI      |  1| Connect status: Connected
2013-04-04 14:50:09.426004|INFO    |ClientUI      |  1| Connect status: Establishing connection
2013-04-04 14:50:09.440473|INFO    |ClientUI      |  1| Connect status: Connection established
2013-04-04 14:50:09.455011|INFO    |PermManager   |   | Loading permissions from cache
2013-04-04 18:30:15.762622|INFO    |ClientUI      |  1| Connect status: Disconnected
2013-04-04 18:30:15.763526|INFO    |ClientUI      |  1| Connection lost, want autoreconnect = 1
2013-04-04 18:30:16.044126|INFO    |Bookmarks     |   | Disconnect, total time: 13206 - 153943
2013-04-04 18:30:17.044305|INFO    |ClientUI      |  1| Autoreconnecting
2013-04-04 18:30:17.044435|INFO    |ClientUI      |  1| Connect to server: 62.210.250.140
2013-04-04 18:30:17.046476|INFO    |ClientUI      |  1| Blacklist check ok
2013-04-04 18:30:17.046553|INFO    |ClientUI      |  1| Initiating connection: 62.210.250.140:36395 62.210.250.140
2013-04-04 18:30:17.211540|INFO    |              |   | DNS resolve successful, "blacklist.teamspeak.com"=176.9.148.78
2013-04-04 18:30:17.920798|INFO    |ClientUI      |  1| Connect status: Connecting
2013-04-04 18:30:18.112527|INFO    |ClientUI      |  1| Connect status: Connected
2013-04-04 18:30:18.232607|INFO    |ClientUI      |  1| Connect status: Establishing connection
2013-04-04 18:30:18.238338|INFO    |ClientUI      |  1| Connect status: Connection established
2013-04-04 18:30:18.238849|INFO    |PermManager   |   | Loading permissions from cache
2013-04-04 19:24:03.797142|WARNING |SCHandler     |  1| Got command data while disconnected, dropping
2013-04-04 19:24:03.798241|INFO    |ClientUI      |  1| Connect status: Disconnected
2013-04-04 19:24:03.799082|INFO    |ClientUI      |  1| Connection lost, want autoreconnect = 1
2013-04-04 19:24:03.930999|INFO    |Bookmarks     |   | Disconnect, total time: 3225 - 157168
2013-04-04 19:24:04.931186|INFO    |ClientUI      |  1| Autoreconnecting
2013-04-04 19:24:04.931324|INFO    |ClientUI      |  1| Connect to server: 62.210.250.140
2013-04-04 19:24:04.933251|INFO    |ClientUI      |  1| Blacklist check ok
2013-04-04 19:24:04.933314|INFO    |ClientUI      |  1| Initiating connection: 62.210.250.140:36395 62.210.250.140
2013-04-04 19:24:04.935728|WARNING |              |   |  getaddrinfo error: Name or service not known
2013-04-04 19:24:04.935842|INFO    |              |   | DNS resolve unsuccessful for "blacklist.teamspeak.com"
2013-04-04 19:24:05.174948|INFO    |ClientUI      |  1| Connect status: Connecting
